,passes_into_penalty_area,minutes_90s,passes_pct_medium,crosses_into_penalty_area,passes_medium,lg_finish,xa_net,passes,passes_completed_short,passes_long,passes_pct_short,assisted_shots,passes_completed,passes_progressive_distance,age,passes_completed_medium,xa,assists,squad,passes_short,progressive_passes,passes_pct_long,passes_into_final_third,passes_completed_long,passes_pct,passes_total_distance
0,,18.7,,,,5th,,,,,,,,,17,,,4,Chelsea,,,,,,,
1,,24.0,,,,6th,,,,,,,,,18,,,8,Vitesse,,,,,,,
2,,33.8,,,,6th,,,,,,,,,19,,,4,Derby County,,,,,,,
3,35,31.9,88.5,6,1023,4th,+0.4,1380,50,264,53.8,53,1116,4739,20,905,4.6,5,Chelsea,93,142,61.0,105,161,80.9,17835
