,dribbled_past,blocked_shots_saves,tackles_def_3rd,minutes_90s,blocked_passes,dribbles_vs,clearances,blocks,tackles_mid_3rd,pressure_regains,pressures_att_3rd,lg_finish,tackles_interceptions,pressure_regain_pct,tackles,pressures_mid_3rd,dribble_tackles,age,squad,interceptions,errors,tackles_won,dribble_tackles_pct,pressures,pressures_def_3rd,tackles_att_3rd,blocked_shots
0,,,,18.7,,,,,,,,5th,0,,,,,17,Chelsea,,,,,,,,
1,,,,24.0,,,,,,,,6th,0,,,,,18,Vitesse,0,,0,,,,,
2,,,,33.8,,,,,,,,6th,0,,,,,19,Derby County,21,,26,,,,,
3,34,0,14,31.9,25,47,16,26,21,205,271,4th,63,27.9,48,340,13,20,Chelsea,15,0,31,27.7,734,123,13,1
