,passes_free_kicks,passes_offsides,throw_ins,passes_other_body,minutes_90s,passes_live,passes_head,corner_kicks_out,lg_finish,passes,passes_dead,crosses,passes_completed,corner_kicks_in,passes_right_foot,passes_intercepted,age,squad,passes_ground,passes_switches,passes_high,passes_blocked,passes_low,passes_pressure,passes_oob,passes_left_foot,corner_kicks_straight,corner_kicks,through_balls
0,,,,,18.7,,,,5th,,,,,,,,17,Chelsea,,,,,,,,,,,
1,,,,,24.0,,,,6th,,,0,,,,,18,Vitesse,,,,,,,,,,,
2,,,,,33.8,,,,6th,,,140,,,,,19,Derby County,,,,,,,,,,,
3,52,5,9,6,31.9,1233,28,14,4th,1380,147,135,1116,36,1165,14,20,Chelsea,968,58,210,48,202,256,21,161,10,80,4
